Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Year
A.C. Green,36,LAL,PF,82,82,1929,11.2,0.482,0.01,0.245,9.0,17.9,13.5,5.9,1.4,0.7,11.0,11.0,1.7,3.3,5.0,0.124,-1.1,0.8,-0.3,0.8,,2000
A.C. Green,37,MIA,PF,82,1,1411,11.2,0.492,0.019,0.343,9.0,17.3,13.2,4.8,1.2,0.4,10.8,14.4,1.1,2.1,3.2,0.11,-2.2,0.0,-2.2,-0.1,,2001
A.J. Bramlett,23,CLE,C,8,0,61,-0.4,0.19,0.0,0.0,21.7,18.5,20.1,0.0,0.8,0.0,12.5,17.1,-0.2,0.1,-0.2,-0.129,-9.2,-6.7,-15.9,-0.2,,2000
A.J. Green,23,MIL,SG,35,1,345,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1,,2023
A.J. Green,24,MIL,SG,56,0,614,10.5,0.617,0.862,0.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,0.084,-0.4,-1.7,-2.1,0.0,,2024
A.J. Green,25,MIL,SG,73,7,1659,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,,2025
A.J. Guyton,22,CHI,PG,33,8,630,10.3,0.495,0.359,0.094,1.8,5.1,3.4,18.1,0.8,0.6,10.7,16.5,0.4,-0.1,0.3,0.02,-0.8,-3.2,-4.0,-0.3,,2001
A.J. Guyton,23,CHI,PG,45,6,607,11.8,0.477,0.504,0.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,0.0,0.0,0.1,0.006,1.3,-2.8,-1.6,0.1,,2002
A.J. Guyton,24,GSW,PG,2,0,9,-9.0,0.0,0.25,0.0,0.0,0.0,0.0,28.7,5.7,0.0,20.0,23.6,-0.1,0.0,-0.1,-0.45,-14.1,-2.3,-16.4,0.0,,2003
A.J. Hammons,24,DAL,C,22,0,163,8.4,0.472,0.238,0.476,5.4,21.0,12.8,3.8,0.3,7.2,16.4,17.6,-0.2,0.2,0.0,-0.001,-6.6,0.0,-6.6,-0.2,,2017
A.J. Lawson,22,DAL,SG,15,0,108,13.9,0.589,0.568,0.182,6.4,16.3,11.3,3.0,0.9,0.0,5.9,21.1,0.1,0.1,0.1,0.063,-1.5,-2.9,-4.4,-0.1,,2023
A.J. Lawson,23,DAL,SG,42,0,311,11.2,0.519,0.413,0.19,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,0.036,-3.1,-1.5,-4.6,-0.2,,2024
A.J. Lawson,24,TOR,SG,26,2,486,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1,,2025
A.J. Price,23,IND,PG,56,2,865,14.0,0.53,0.492,0.212,1.5,9.7,5.6,20.5,2.0,0.2,13.2,22.7,0.4,0.8,1.2,0.065,-0.1,-0.4,-0.5,0.3,,2010
A.J. Price,24,IND,PG,50,0,795,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,0.3,0.02,-1.9,-1.1,-2.9,-0.2,,2011
A.J. Price,25,IND,PG,44,1,568,11.5,0.454,0.506,0.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,0.063,-0.6,-0.5,-1.0,0.1,,2012
A.J. Price,26,WAS,PG,57,22,1278,12.4,0.501,0.484,0.15,1.7,8.2,4.9,26.4,1.3,0.2,12.7,18.0,1.0,1.2,2.2,0.084,-0.2,-0.4,-0.6,0.5,,2013
A.J. Price,27,MIN,SG,28,0,99,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0.0,13.0,23.2,-0.1,0.0,0.0,-0.012,-2.4,-2.4,-4.8,-0.1,,2014
A.J. Price,28,PHO,PG,26,0,324,12.0,0.451,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,0.0,0.2,0.3,0.041,-0.3,-1.1,-1.4,0.0,,2015
AJ Griffin,19,ATL,SF,72,12,1401,12.6,0.577,0.486,0.088,2.9,9.2,6.0,7.0,1.4,0.7,7.1,17.9,1.3,0.9,2.2,0.075,-0.3,-0.5,-0.8,0.4,,2023
AJ Griffin,20,ATL,SF,20,0,171,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,,2024
AJ Johnson,20,WAS,SG,29,11,639,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,,2025
Aaron Brooks,23,HOU,PG,51,0,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.6,0.8,1.4,0.112,-0.5,0.2,-0.2,0.3,,2008
Aaron Brooks,24,HOU,PG,80,35,1998,12.9,0.521,0.395,0.22,2.0,7.0,4.6,20.2,1.2,0.3,12.7,22.9,1.4,2.2,3.6,0.086,-0.3,-0.6,-0.9,0.6,,2009
Aaron Brooks,25,HOU,PG,82,82,2919,16.0,0.549,0.394,0.224,2.0,6.6,4.2,25.6,1.2,0.3,13.7,25.7,3.9,1.6,5.5,0.091,2.3,-1.6,0.7,1.9,MIP-1,2010
Aaron Brooks,26,PHO,PG,59,12,1284,13.1,0.489,0.402,0.239,1.8,5.2,3.5,28.9,1.3,0.2,13.2,25.9,0.7,0.4,1.1,0.04,-0.3,-2.7,-3.0,-0.3,,2011
Aaron Brooks,28,HOU,PG,53,20,997,11.8,0.555,0.424,0.165,1.5,7.9,4.6,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.8,0.041,-0.8,-1.4,-2.2,0.0,,2013
Aaron Brooks,29,DEN,PG,72,12,1557,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1.0,0.4,,2014
Aaron Brooks,30,CHI,PG,82,21,1885,14.4,0.534,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,0.3,-1.1,-0.8,0.5,6MOY-11,2015
Aaron Brooks,31,CHI,PG,69,0,1108,11.8,0.494,0.394,0.136,2.0,7.5,4.8,26.0,1.4,0.7,14.2,22.9,0.2,0.7,0.9,0.04,-1.3,-1.3,-2.6,-0.2,,2016
Aaron Brooks,32,IND,PG,65,0,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4,,2017
Aaron Brooks,33,MIN,PG,32,1,189,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1,,2018
Aaron Gordon,19,ORL,PF,47,8,797,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,,2015
Aaron Gordon,20,ORL,PF,78,37,1863,17.0,0.541,0.245,0.333,9.0,21.3,15.1,10.3,1.6,2.4,9.0,17.3,3.2,2.2,5.4,0.139,0.9,0.1,1.0,1.4,,2016
Aaron Gordon,21,ORL,SF,80,72,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2.0,1.7,3.7,0.077,-0.3,-0.7,-1.0,0.6,,2017
Aaron Gordon,22,ORL,PF,58,57,1909,16.5,0.53,0.395,0.26,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,,2018
Aaron Gordon,23,ORL,PF,78,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,0.3,0.3,0.6,1.7,,2019
Aaron Gordon,24,ORL,PF,62,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,,2020
Aaron Gordon,25,DEN,PF,50,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,,2021
Aaron Gordon,26,DEN,PF,75,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,,2022
Aaron Gordon,27,DEN,PF,68,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,,2023
Aaron Gordon,28,DEN,PF,73,73,2297,16.8,0.607,0.193,0.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,,2024
Aaron Gordon,29,DEN,PF,51,42,1447,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,,2025
Aaron Gray,23,CHI,C,61,1,613,13.9,0.529,0.005,0.485,12.5,18.7,15.5,11.4,1.8,2.0,18.7,22.0,0.1,0.8,0.8,0.066,-3.6,0.0,-3.5,-0.2,,2008
Aaron Gray,24,CHI,C,56,18,715,11.5,0.508,0.006,0.353,13.5,21.7,17.6,9.6,1.0,1.8,17.2,14.5,0.5,0.8,1.3,0.086,-3.2,-0.1,-3.4,-0.2,,2009
Aaron Gray,25,NOH,C,32,0,311,16.6,0.551,0.0,0.341,16.7,23.1,19.8,10.6,1.5,2.7,16.0,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1,,2010
Aaron Gray,26,NOH,C,41,6,531,11.0,0.566,0.0,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4.0,-0.3,,2011
Aaron Gray,27,TOR,C,49,40,813,11.1,0.526,0.0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,0.082,-3.6,0.1,-3.5,-0.3,,2012
Aaron Gray,28,TOR,C,42,16,513,9.0,0.544,0.0,0.489,10.9,20.0,15.4,9.9,0.7,0.8,24.8,13.1,0.2,0.4,0.5,0.05,-3.9,-0.4,-4.3,-0.3,,2013
Aaron Gray,29,SAC,C,37,6,355,7.8,0.466,0.016,0.328,13.2,22.3,17.7,9.1,1.4,1.8,30.8,12.5,-0.3,0.4,0.1,0.016,-4.9,0.2,-4.7,-0.2,,2014
Aaron Harrison,21,CHO,SG,21,0,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,-0.2,0.1,0.0,-0.014,-7.2,0.9,-6.3,-0.1,,2016
Aaron Harrison,22,CHO,SG,5,0,17,-2.2,0.102,0.5,0.5,0.0,19.5,9.7,22.6,0.0,0.0,0.0,12.9,-0.1,0.0,-0.1,-0.146,-10.1,-1.7,-11.8,0.0,,2017
Aaron Harrison,23,DAL,SG,9,3,233,5.1,0.392,0.623,0.246,1.8,9.9,5.7,6.7,1.9,0.8,3.8,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3,,2018
Aaron Henry,22,PHI,SF,6,0,17,-7.4,0.2,0.2,0.0,0.0,6.5,3.3,0.0,0.0,10.6,28.6,18.5,-0.1,0.0,-0.1,-0.306,-14.0,-2.4,-16.5,-0.1,,2022
Aaron Holiday,22,IND,PG,50,0,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.7,0.1,-1.6,0.1,,2019
Aaron Holiday,23,IND,PG,66,33,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,,2020
Aaron Holiday,24,IND,PG,66,8,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,,2021
Aaron Holiday,25,PHO,PG,63,15,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2.0,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,,2022
Aaron Holiday,26,ATL,PG,63,6,845,9.4,0.528,0.4,0.145,3.2,6.4,4.8,13.0,2.1,1.2,13.3,13.4,0.3,0.6,0.9,0.053,-2.9,0.9,-2.0,0.0,,2023
Aaron Holiday,27,HOU,PG,78,1,1269,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,,2024
Aaron Holiday,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,,2025
Aaron Jackson,31,HOU,PG,1,0,35,2.4,0.405,0.444,0.222,6.5,3.2,4.8,4.0,0.0,0.0,9.2,13.7,0.0,0.0,0.0,-0.017,-6.6,-2.3,-8.9,-0.1,,2018
Aaron McKie,27,PHI,SG,82,14,1952,13.2,0.497,0.204,0.246,2.6,11.4,7.0,19.5,2.9,0.7,14.7,17.3,1.3,3.0,4.3,0.105,-1.1,2.2,1.2,1.5,,2000
Aaron McKie,28,PHI,SG,76,33,2394,15.1,0.549,0.238,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.118,0.1,1.3,1.4,2.1,6MOY-1,2001
Aaron McKie,29,PHI,SG,48,16,1471,15.8,0.54,0.261,0.249,2.0,12.7,7.4,21.7,2.1,0.7,14.6,19.8,1.8,2.1,3.9,0.128,1.3,1.4,2.7,1.7,,2002
Aaron McKie,30,PHI,SF,80,40,2374,13.7,0.497,0.168,0.201,3.0,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3.0,5.1,0.104,-0.6,1.6,1.1,1.9,,2003
Aaron McKie,31,PHI,SF,75,41,2112,13.9,0.55,0.298,0.192,2.5,11.5,7.1,16.8,2.2,0.9,14.1,16.2,2.5,2.3,4.8,0.108,0.2,1.1,1.3,1.8,,2004
Aaron McKie,32,PHI,SG,68,3,1118,8.4,0.51,0.437,0.113,2.0,15.5,8.7,13.4,2.2,1.2,17.2,7.1,0.5,1.5,2.0,0.085,-3.0,2.4,-0.6,0.4,,2005
Aaron McKie,33,LAL,PG,14,0,121,6.1,0.272,0.167,0.167,2.9,16.5,9.7,12.5,2.2,0.0,13.4,5.6,0.0,0.1,0.1,0.041,-4.5,2.1,-2.4,0.0,,2006
Aaron McKie,34,LAL,SF,10,0,131,7.5,0.647,0.0,0.0,0.9,15.1,8.0,14.4,1.6,0.0,32.0,8.6,0.0,0.1,0.1,0.039,-4.0,-0.1,-4.2,-0.1,,2007
Aaron Miles,22,GSW,PG,19,0,118,6.0,0.405,0.0,0.222,0.0,13.6,6.6,29.5,1.7,0.6,35.8,11.6,-0.2,0.1,0.0,-0.015,-5.7,0.8,-5.0,-0.1,,2006
Aaron Nesmith,21,BOS,SF,46,1,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,,2021
Aaron Nesmith,22,BOS,SF,52,3,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,,2022
Aaron Nesmith,23,IND,SF,73,60,1816,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2.0,0.052,-2.3,-0.7,-3.0,-0.4,,2023
Aaron Nesmith,24,IND,SF,72,47,1995,12.8,0.631,0.526,0.216,3.6,12.0,7.8,6.6,1.5,2.0,8.4,16.0,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,,2024
Aaron Nesmith,25,IND,SF,45,37,1123,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,,2025
Aaron Wiggins,23,OKC,SG,50,35,1209,10.3,0.556,0.409,0.252,4.3,11.0,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,,2022
Aaron Wiggins,24,OKC,SG,70,14,1297,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,,2023
Aaron Wiggins,25,OKC,SG,78,4,1228,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,,2024
Aaron Wiggins,26,OKC,SG,76,26,1744,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,,2025
Aaron Williams,28,WAS,PF,81,0,1545,17.7,0.572,0.007,0.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,3.2,1.6,4.8,0.15,0.0,0.4,0.3,0.9,,2000
Aaron Williams,29,NJN,PF,82,25,2336,15.1,0.533,0.003,0.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.107,-1.3,-0.3,-1.6,0.2,,2001
Aaron Williams,30,NJN,PF,82,13,1546,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.154,-1.4,0.9,-0.4,0.6,,2002
Aaron Williams,31,NJN,C,81,0,1597,11.9,0.504,0.002,0.296,9.8,13.9,11.8,9.0,0.9,2.7,14.6,16.4,1.2,2.4,3.7,0.11,-2.2,0.6,-1.6,0.2,,2003
Aaron Williams,32,NJN,C,72,7,1337,13.2,0.549,0.009,0.453,8.9,17.0,13.0,10.4,1.4,2.7,17.8,17.5,1.1,2.3,3.4,0.122,-2.4,0.8,-1.6,0.1,,2004
Aaron Williams,33,TOR,C,42,4,315,5.9,0.518,0.0,0.27,6.2,16.3,11.1,4.2,0.8,2.0,19.4,12.9,-0.1,0.3,0.3,0.039,-6.7,0.0,-6.7,-0.4,,2005
Aaron Williams,34,NOK,C,48,5,791,11.6,0.551,0.0,0.33,9.4,18.2,13.6,3.6,1.2,2.2,13.0,13.7,0.8,0.8,1.6,0.096,-3.2,-0.4,-3.6,-0.3,,2006
Aaron Williams,35,LAC,PF,38,7,374,9.4,0.606,0.019,0.415,8.7,18.4,13.6,2.9,1.0,2.9,22.3,10.0,0.2,0.4,0.7,0.089,-3.3,0.6,-2.7,-0.1,,2007
Aaron Williams,36,LAC,C,30,5,297,10.3,0.54,0.0,0.327,5.8,18.0,11.9,4.9,2.1,3.8,17.1,11.8,0.0,0.4,0.4,0.072,-4.5,2.0,-2.5,0.0,,2008
Abdel Nader,24,BOS,SF,48,1,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,,2018
Abdel Nader,25,OKC,SF,61,1,694,8.8,0.522,0.465,0.167,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-3.6,0.3,-3.2,-0.2,,2019
Abdel Nader,26,OKC,SF,55,6,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2,,2020
Abdel Nader,27,PHO,SF,24,0,355,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,,2021
Abdel Nader,28,PHO,SF,14,0,145,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-4.9,-0.1,,2022
Acie Law,23,ATL,PG,56,6,865,7.7,0.455,0.143,0.203,1.6,6.0,3.8,20.4,1.8,0.0,17.8,16.5,-0.5,0.4,-0.1,-0.007,-4.2,-1.0,-5.2,-0.7,,2008
Acie Law,24,ATL,PG,55,1,560,10.6,0.49,0.209,0.432,1.3,10.9,6.1,23.4,1.1,0.4,14.9,16.3,0.3,0.4,0.7,0.062,-2.2,-0.6,-2.9,-0.1,,2009
Acie Law,25,CHI,PG,26,1,234,16.0,0.585,0.213,0.653,1.4,6.6,4.1,17.5,2.3,0.4,15.0,21.7,0.3,0.2,0.6,0.115,-0.6,-0.4,-1.0,0.1,,2010
Acie Law,26,GSW,PG,51,0,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4.0,-0.4,,2011
Adam Flagler,24,OKC,SG,2,0,14,0.6,0.214,0.857,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,,2024
Adam Flagler,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,,2025
Adam Harrington,22,DEN,SG,19,0,111,7.4,0.387,0.378,0.108,1.0,7.5,4.1,18.0,0.9,0.7,4.9,16.5,0.0,0.1,0.0,0.017,-4.1,-1.2,-5.2,-0.1,,2003
Adam Keefe,29,UTA,C,62,3,604,7.6,0.463,0.008,0.277,9.3,18.0,13.7,8.5,1.5,1.7,24.0,14.7,-0.4,0.8,0.4,0.03,-4.4,0.4,-4.0,-0.3,,2000
Adam Keefe,30,GSW,PF,67,13,836,9.7,0.45,0.019,0.396,10.5,16.4,13.3,6.5,1.7,1.7,17.6,11.5,0.1,0.5,0.6,0.032,-3.5,-0.7,-4.3,-0.5,,2001
Adam Mokoka,21,CHI,SF,11,0,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1,,2020
Adam Mokoka,22,CHI,SG,14,0,56,2.2,0.386,0.526,0.053,2.0,7.8,4.9,11.9,1.7,1.6,20.5,18.9,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,,2021
Adam Morrison,22,CHA,PF,78,23,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-1.5,-0.03,-2.7,-2.4,-5.1,-1.8,ROY-4,2007
Adam Morrison,24,LAL,SF,52,5,711,5.7,0.448,0.43,0.103,3.1,10.6,6.9,9.4,0.7,0.5,12.1,17.5,-0.6,0.6,0.0,0.001,-3.7,-1.1,-4.8,-0.5,,2009
Adam Morrison,25,LAL,SF,31,0,241,7.4,0.418,0.247,0.094,4.7,10.1,7.4,11.3,0.6,0.6,10.2,18.3,-0.2,0.2,0.0,0.009,-3.6,-1.1,-4.7,-0.2,,2010
Adama Sanogo,21,CHI,PF,9,0,66,21.9,0.558,0.0,0.444,31.6,29.4,30.5,0.0,0.8,0.0,13.4,24.8,0.1,0.1,0.2,0.133,-0.4,-6.3,-6.7,-0.1,,2024
Adama Sanogo,22,CHI,C,4,0,21,15.2,0.571,0.0,0.0,25.4,4.9,15.0,6.7,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.105,0.7,-3.4,-2.6,0.0,,2025
Ade Murkey,24,SAC,SG,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0,,2022
Adem Bona,21,PHI,C,58,11,905,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2,,2025
Admiral Schofield,22,WAS,PF,33,2,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,,2020
Admiral Schofield,24,ORL,SF,38,1,469,7.5,0.538,0.612,0.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4,,2022
Admiral Schofield,25,ORL,PF,37,0,451,10.1,0.587,0.607,0.189,5.8,9.8,7.8,9.6,0.9,1.1,10.8,14.1,0.5,0.3,0.8,0.089,-2.2,-0.7,-2.9,-0.1,,2023
Admiral Schofield,26,ORL,PF,23,0,84,6.0,0.484,0.615,0.077,4.2,19.7,11.9,11.6,0.6,0.0,15.7,16.6,-0.1,0.1,0.0,0.006,-4.1,-0.8,-4.9,-0.1,,2024
Adonal Foyle,24,GSW,C,76,59,1654,12.3,0.5,0.0,0.237,10.4,16.9,13.5,4.0,0.8,5.8,14.5,12.5,0.7,1.2,1.9,0.055,-2.8,-0.1,-2.9,-0.4,,2000
Adonal Foyle,25,GSW,C,58,37,1457,12.4,0.422,0.0,0.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14.0,-0.8,1.5,0.7,0.022,-3.6,0.8,-2.8,-0.3,,2001
Adonal Foyle,26,GSW,C,79,36,1485,12.5,0.445,0.0,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.0,1.0,-2.1,0.0,,2002
Adonal Foyle,27,GSW,C,82,0,1787,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11.0,2.3,1.7,4.0,0.106,-0.7,1.7,0.9,1.3,DPOY-13,2003
Adonal Foyle,28,GSW,C,44,8,572,13.0,0.471,0.0,0.269,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.093,-2.3,1.2,-1.1,0.1,,2004
Adonal Foyle,29,GSW,C,78,50,1700,12.7,0.514,0.0,0.232,10.1,17.7,13.7,4.9,0.8,6.7,14.5,10.4,1.2,2.2,3.4,0.096,-2.8,1.7,-1.2,0.3,,2005
Adonal Foyle,30,GSW,C,77,72,1824,10.3,0.524,0.0,0.223,8.5,17.6,13.0,2.8,1.2,5.1,19.5,10.0,0.3,2.5,2.8,0.075,-3.4,1.7,-1.7,0.1,,2006
Adonal Foyle,31,GSW,C,48,6,475,13.7,0.557,0.0,0.294,11.5,17.7,14.6,5.5,1.1,8.0,19.3,10.7,0.4,0.6,1.0,0.104,-2.3,1.6,-0.7,0.2,,2007
Adonal Foyle,32,ORL,C,82,0,774,9.9,0.464,0.0,0.222,11.0,19.6,15.5,3.4,1.1,4.2,16.0,11.8,0.0,1.3,1.3,0.08,-3.1,1.2,-1.9,0.0,,2008
